Sensor ID,Latitude,Longitude
16195210349,50.03070230000,14.51126170000
16195210280,50.102,14.434
16195210180,50.102,14.434
16195210127,50.07763760000,14.44487250000
16195209983,50.088,14.336
16195209909,50.088,14.336
16195209856,49.708,18.568
16195209823,50.07763760000,14.44487250000
16195209583,50.07763760000,14.44487250000
16195209493,49.708,18.568
16195209179,50.766,15.338
16195209088,50.766,15.338
16195208201,49.59381535000,17.24701768748
16195207778,49.22874549259,16.87556058168
16195207715,49.392,15.582
16195207680,49.392,15.582
16195207531,49.992,14.512
16195207502,49.992,14.512
16195207313,50.12961081597,14.49200749397
16195206972,49.904,14.39
16195206672,50.224,14.348
16195206392,50.224,14.348
16195206341,50.206,15.978
16195206214,50.42740385045,14.24833238046
16195206100,50.526,14.974
16195206098,50.206,15.978
16195205858,50.42740385045,14.24833238046
16195205807,49.472,17.97
16195205432,50.526,14.974
16195204588,49.59395140000,18.01889470000
16195204430,49.59395140000,18.01889470000
16195204271,49.73,17.292
16195204184,50.614,13.83
16195204017,50.614,13.83
16195203741,49.73,17.292
16195203615,50.426,15.352
16195203585,50.426,15.352
16195203531,50.06181910000,14.45103740000
16195203291,49.59794390000,18.00278840000
16195203283,49.59794390000,18.00278840000
16195203168,49.92,17.868
16195203147,49.92,17.868
16195203142,49.76860130000,18.31600130000
16195203097,49.76860130000,18.31600130000
16195202401,49.59460690000,17.22157810000
16195202205,50.084,14.468
16195202165,50.09,14.42
16195202081,50.088,14.336
16195202064,50.084,14.468
16195202016,49.59460690000,17.22157810000
16195201992,50.678,13.938
16195201862,50.088,14.336
16195201790,50.678,13.938
16195201760,50.09,14.42
16195201674,50.092,15.804
16195201453,50.092,15.804
16195200925,50.078,13.704
16195200911,50.422,14.912
16195200740,50.078,13.704
16195200689,50.422,14.912
16195200653,49.23971274259,13.51312994957
16195200633,49.23971274259,13.51312994957
16195200413,49.122,17.544
16195200377,50.056,14.398
16195200365,49.122,17.544
16195199871,49.892,17.884
16195199790,50.148,14.334
16195199269,50.73322000000,15.16822000000
16195199069,50.66131340000,14.03535457078
16195199019,49.73926995964,13.38989496196
16195198923,50.66131340000,14.03535457078
16195198821,50.08894587597,14.37757537222
16195198788,50.272,12.818
16195198753,50.71,14.492
16195198701,50.108,13.712
16195198670,50.08894587597,14.37757537222
16195198537,49.73927260000,13.38991100000
16195198447,50.77337901902,15.07538366308
16195198387,50.246,14.32
16195198372,50.108,13.712
16195198288,50.77337901902,15.07538366308
16195198263,49.49413010451,14.67903998493
16195198237,50.272,12.818
16195198233,49.73927260000,13.38991100000
16195198165,50.246,14.32
16195197828,49.994,14.052
16195197692,50.07765353788,14.44490468482
16195197675,50.07765353788,14.44490468482
16195197403,50.088,14.336
16195197397,50.22355521393,14.34489637613
16195197392,50.06,14.288
16195197369,50.06,14.288
16195197366,50.088,14.336
16195197347,50.22355521393,14.34489637613
16195197203,49.76424500000,18.34908000000
16195197199,49.768,18.302
16195197142,49.76424500000,18.34908000000
16195197064,49.22874549259,16.87556058168
16195197027,49.768,18.302
16195196957,50.122,14.468
16195196892,50.122,14.468
16195196861,50.13252000000,13.99531250000
16195196836,50.13252000000,13.99531250000
16195196694,48.964,14.502
16195196658,48.964,14.502
16195196282,49.68537325370,18.35730993751
16195196232,49.68537325370,18.35730993751
16195196175,50.034,15.256
16195196144,50.034,15.256
16195195988,50.09307550000,14.50837190000
16195195966,50.09307550000,14.50837190000
16195195859,49.44358665938,13.24583441019
16195195822,49.652,18.77
16195195817,49.44358665938,13.24583441019
16195195786,49.652,18.77
16195195762,49.892,14.49
16195195740,49.892,14.49
16195195553,50.094,14.338
16195195542,49.564,17.412
16195195420,49.564,17.412
16195195405,49.33950880000,17.99406000000
16195195385,50.094,14.338
16195195226,49.17,14.572
16195194883,49.20760820000,16.58800792179
16195194737,50.05816560000,14.42501740000
16195194736,49.998,14.858
16195194730,49.20760820000,16.58800792179
16195194540,50.05816560000,14.42501740000
16195194456,49.998,14.858
16195194257,50.078,14.854
16195194039,50.078,14.854
16195194033,49.716,17.158
16195193933,50.71,14.492
16195193825,49.716,17.158
16195193781,50.71,14.492
16195193395,50.364,14.874
16195193303,50.364,14.874
16195193094,49.19111570000,16.60357170000
16195193045,50.07055159858,14.43329125643
16195193018,50.07055159858,14.43329125643
16195192791,50.068,14.452
16195192775,50.068,14.452
16195192255,49.296,14.47
16195192252,50.632,13.7
16195192232,50.632,13.7
16195192196,49.296,14.47
16195192081,49.176,16.626
16195192059,50.088,14.336
16195191949,49.176,16.626
16195191919,49.23971274259,13.51312994957
16195191905,49.23971274259,13.51312994957
16195191900,50.088,14.336
16195191718,49.69683075008,13.25687491897
16195191697,50.18095868383,14.65001374483
16195191641,49.69683075008,13.25687491897
16195191596,50.024,14.492
16195191479,49.69683075008,13.25687491897
16195191373,50.024,14.492
16195191081,49.706,18.216
16195191001,50.01253330000,14.67189370000
16195190918,49.706,18.216
16195190767,50.01253330000,14.67189370000
16195190764,50.226,14.344
16195190708,49.78359160000,13.28629190000
16195190631,50.05994338725,14.39587444067
16195190535,50.02,14.422
16195190503,50.03129776446,14.54004317522
16195190492,50.05994338725,14.39587444067
16195190466,50.03129776446,14.54004317522
16195190450,50.02,14.422
16195190054,50.096,14.404
16195189988,50.138,14.332
16195189767,49.46900570000,17.12832070000
16195189754,50.074,14.44
16195189315,50.074,14.44
16195189302,50.08,14.418
16195189280,50.18528778753,15.01785725355
16195189277,50.08,14.418
16195189227,50.18528778753,15.01785725355
16195189217,49.072,17.462
16195189142,49.5,17.736
16195188730,49.742,18.62
16195188603,49.296,14.47
16195188578,49.296,14.47
16195188562,49.71480000000,16.26463130000
16195188033,49.22874549259,16.87556058168
16195187985,50.088,14.336
16195187974,50.328,15.014
16195187970,50.088,14.336
16195187961,50.328,15.014
16195187868,50.074,14.496
16195187850,50.074,14.496
16195187581,50.104,14.614
16195187512,50.104,14.614
16195187141,49.994,14.052
16195186603,49.53882848133,18.30192446709
16195186577,49.53882848133,18.30192446709
16195186247,50.03070230000,14.51126170000
16195186187,49.994,14.66
16195186166,49.994,14.66
16195186011,50.102,14.434
16195185973,50.102,14.434
16195185846,50.476,15.588
16195185771,50.044,15.938
16195185619,50.476,15.588
16195185238,49.708,18.568
16195185152,50.07763760000,14.44487250000
16195184961,50.07763760000,14.44487250000
16195184581,50.07763760000,14.44487250000
16195184515,49.708,18.568
16195184452,50.766,15.338
16195184335,49.59381535000,17.24701768748
16195183598,49.392,15.582
16195183279,49.992,14.512
16195183178,50.766,15.338
16195183174,49.23971274259,13.51312994957
16195183067,49.23971274259,13.51312994957
16195183019,50.12961081597,14.49200749397
16195182985,49.392,15.582
16195182806,49.904,14.39
16195182686,49.992,14.512
16195182541,50.224,14.348
16195182266,50.088,14.336
16195182193,50.42740385045,14.24833238046
16195182156,50.224,14.348
16195181934,49.472,17.97
16195181924,50.122,14.468
16195181689,50.088,14.336
16195181570,50.42740385045,14.24833238046
16195181337,50.526,14.974
16195180926,50.206,15.978
16195180877,49.59395140000,18.01889470000
16195180560,50.526,14.974
16195180320,50.206,15.978
16195180261,50.272,12.818
16195180222,50.614,13.83
16195180182,49.73927260000,13.38991100000
16195180172,49.59395140000,18.01889470000
16195179761,50.614,13.83
